,id,Cluster id,Date
129,84012081,1,16.03.20
130,84031025,1,16.03.20
131,84017203,1,16.03.20
132,84053041,1,16.03.20
133,84053043,1,16.03.20
134,84051510,1,16.03.20
135,84055093,1,16.03.20
136,84012089,1,16.03.20
137,84013117,1,16.03.20
138,84055101,1,16.03.20
139,84012095,1,16.03.20
140,84012097,1,16.03.20
141,84012101,1,16.03.20
142,84029510,1,16.03.20
143,84012103,1,16.03.20
144,84037189,1,16.03.20
145,84013129,1,16.03.20
146,84037191,1,16.03.20
147,84037195,1,16.03.20
148,84012109,1,16.03.20
149,84030031,1,16.03.20
150,84008019,1,16.03.20
151,84012115,1,16.03.20
152,84012117,1,16.03.20
153,84013139,1,16.03.20
154,84050003,1,16.03.20
155,84051540,1,16.03.20
156,84013151,1,16.03.20
157,84030049,1,16.03.20
158,84050017,1,16.03.20
159,84051041,1,16.03.20
160,84055141,1,16.03.20
161,84050023,1,16.03.20
162,84008045,1,16.03.20
163,84030063,1,16.03.20
164,84013177,1,16.03.20
165,84006009,1,16.03.20
166,84028029,1,16.03.20
167,84027009,1,16.03.20
168,84006019,1,16.03.20
169,84031107,1,16.03.20
170,84008069,1,16.03.20
171,84070020,1,16.03.20
172,84006025,1,16.03.20
173,84008077,1,16.03.20
174,84028045,1,16.03.20
175,84030093,1,16.03.20
176,84051085,1,16.03.20
177,84028049,1,16.03.20
178,84051087,1,16.03.20
179,84049045,1,16.03.20
180,84029083,1,16.03.20
181,84048027,1,16.03.20
182,84049051,1,16.03.20
183,84030111,1,16.03.20
184,84013217,1,16.03.20
185,84026017,1,16.03.20
186,84008101,1,16.03.20
187,84047013,1,16.03.20
188,84013223,1,16.03.20
189,84048037,1,16.03.20
190,84004009,1,16.03.20
191,84006057,1,16.03.20
192,84008107,1,16.03.20
193,84025001,1,16.03.20
194,84025005,1,16.03.20
195,84026029,1,16.03.20
196,84048039,1,16.03.20
197,84028083,1,16.03.20
198,84006069,1,16.03.20
199,84025013,1,16.03.20
200,84006071,1,16.03.20
201,84046005,1,16.03.20
202,84046009,1,16.03.20
203,84024510,1,16.03.20
204,84028095,1,16.03.20
205,84006083,1,16.03.20
206,84024003,1,16.03.20
207,84046023,1,16.03.20
208,84051147,1,16.03.20
209,84051660,1,16.03.20
210,84024013,1,16.03.20
211,84028109,1,16.03.20
212,84045007,1,16.03.20
213,84006097,1,16.03.20
214,84024017,1,16.03.20
215,84046035,1,16.03.20
216,84024021,1,16.03.20
217,84023001,1,16.03.20
218,84024025,1,16.03.20
219,84006107,1,16.03.20
220,84026075,1,16.03.20
221,84047065,1,16.03.20
222,84006113,1,16.03.20
223,84002020,1,16.03.20
224,84013285,1,16.03.20
225,84023013,1,16.03.20
226,84023015,1,16.03.20
227,84024041,1,16.03.20
228,84051177,1,16.03.20
229,84001003,1,16.03.20
230,84047089,1,16.03.20
231,84022005,1,16.03.20
232,84045045,1,16.03.20
233,84047093,1,16.03.20
234,84027129,1,16.03.20
235,84048121,1,16.03.20
236,84022015,1,16.03.20
237,84026111,1,16.03.20
238,84045057,1,16.03.20
239,84026115,1,16.03.20
240,84026117,1,16.03.20
241,84029189,1,16.03.20
242,84046087,1,16.03.20
243,84048141,1,16.03.20
244,84027161,1,16.03.20
245,84001051,1,16.03.20
246,84026139,1,16.03.20
247,84027163,1,16.03.20
248,84026147,1,16.03.20
249,84027171,1,16.03.20
250,84048167,1,16.03.20
251,84022057,1,16.03.20
252,84041005,1,16.03.20
253,84042029,1,16.03.20
254,84020015,1,16.03.20
255,84047149,1,16.03.20
256,84047155,1,16.03.20
257,84047157,1,16.03.20
258,84048183,1,16.03.20
259,84001081,1,16.03.20
260,84021049,1,16.03.20
261,84001083,1,16.03.20
262,84047163,1,16.03.20
263,84019005,1,16.03.20
264,84022087,1,16.03.20
265,84001101,1,16.03.20
266,84022095,1,16.03.20
267,84018001,1,16.03.20
268,850,1,16.03.20
269,84019027,1,16.03.20
270,84040017,1,16.03.20
271,84018005,1,16.03.20
272,84048209,1,16.03.20
273,84041047,1,16.03.20
274,84018011,1,16.03.20
275,84020059,1,16.03.20
276,84040027,1,16.03.20
277,84041053,1,16.03.20
278,84042077,1,16.03.20
279,84042079,1,16.03.20
280,84041059,1,16.03.20
281,84039013,1,16.03.20
282,84019049,1,16.03.20
283,84041071,1,16.03.20
284,84042095,1,16.03.20
285,84042103,1,16.03.20
286,84018043,1,16.03.20
287,84017019,1,16.03.20
288,84016001,1,16.03.20
289,84040065,1,16.03.20
290,84040071,1,16.03.20
291,84018057,1,16.03.20
292,84017035,1,16.03.20
293,84018059,1,16.03.20
294,84016013,1,16.03.20
295,84019085,1,16.03.20
296,84018063,1,16.03.20
297,84039055,1,16.03.20
298,84042125,1,16.03.20
299,84017043,1,16.03.20
300,84018067,1,16.03.20
301,84037019,1,16.03.20
302,84048285,1,16.03.20
303,84015007,1,16.03.20
304,84015009,1,16.03.20
305,84037025,1,16.03.20
306,84036003,1,16.03.20
307,84036007,1,16.03.20
308,84018091,1,16.03.20
309,84040109,1,16.03.20
310,84021173,1,16.03.20
311,84039095,1,16.03.20
312,84040119,1,16.03.20
313,84036025,1,16.03.20
314,84037049,1,16.03.20
315,84021179,1,16.03.20
316,84039103,1,16.03.20
317,84018113,1,16.03.20
318,84048321,1,16.03.20
319,84036039,1,16.03.20
320,84037063,1,16.03.20
321,84036043,1,16.03.20
322,84037067,1,16.03.20
323,84056013,1,16.03.20
324,84040143,1,16.03.20
325,84019153,1,16.03.20
326,84016081,1,16.03.20
327,84019155,1,16.03.20
328,84038101,1,16.03.20
329,84017111,1,16.03.20
330,84036057,1,16.03.20
331,84018141,1,16.03.20
332,84012001,1,16.03.20
333,84056033,1,16.03.20
334,84034019,1,16.03.20
335,84035043,1,16.03.20
336,84036067,1,16.03.20
337,84036069,1,16.03.20
338,84037097,1,16.03.20
339,84033003,1,16.03.20
340,84035053,1,16.03.20
341,84037101,1,16.03.20
342,84036079,1,16.03.20
343,84012017,1,16.03.20
344,84033009,1,16.03.20
345,84033011,1,16.03.20
346,84039153,1,16.03.20
347,84039155,1,16.03.20
348,84039157,1,16.03.20
349,84013049,1,16.03.20
350,84032510,1,16.03.20
351,84013057,2,16.03.20
352,84013059,2,16.03.20
353,84013063,2,16.03.20
354,84017163,2,16.03.20
355,84036111,2,16.03.20
356,84010003,2,16.03.20
357,84053011,2,16.03.20
358,84032031,2,16.03.20
359,84013089,2,16.03.20
360,84053029,2,16.03.20
361,84013095,2,16.03.20
362,84048423,2,16.03.20
363,84009001,2,16.03.20
364,84055079,2,16.03.20
365,84009003,2,16.03.20
366,84053035,2,16.03.20
367,84009005,2,16.03.20
368,84009009,2,16.03.20
369,84012086,2,16.03.20
370,84048439,2,16.03.20
371,84013113,2,16.03.20
372,84013115,2,16.03.20
373,84053053,2,16.03.20
374,84037183,2,16.03.20
375,84008001,2,16.03.20
376,84013121,2,16.03.20
377,84012099,2,16.03.20
378,84053057,2,16.03.20
379,84008005,2,16.03.20
380,84048453,2,16.03.20
381,84051013,2,16.03.20
382,84053063,2,16.03.20
383,84053067,2,16.03.20
384,84008013,2,16.03.20
385,84055117,2,16.03.20
386,84013135,2,16.03.20
387,84031055,2,16.03.20
388,84053073,2,16.03.20
389,84053077,2,16.03.20
390,84050007,2,16.03.20
391,84055133,2,16.03.20
392,84008031,2,16.03.20
393,84012127,2,16.03.20
394,84008035,2,16.03.20
395,84055139,2,16.03.20
396,84008037,2,16.03.20
397,84037119,2,16.03.20
398,84050027,2,16.03.20
399,84006001,2,16.03.20
400,84008051,2,16.03.20
401,84049011,2,16.03.20
402,84051059,2,16.03.20
403,84008059,2,16.03.20
404,84027003,2,16.03.20
405,84006013,2,16.03.20
406,84013185,2,16.03.20
407,84028035,2,16.03.20
408,84049035,2,16.03.20
409,84049043,2,16.03.20
410,84029077,2,16.03.20
411,84006041,2,16.03.20
412,84055039,2,16.03.20
413,84027037,2,16.03.20
414,84048029,2,16.03.20
415,84008097,2,16.03.20
416,84051107,2,16.03.20
417,84026021,2,16.03.20
418,84006059,2,16.03.20
419,84025003,2,16.03.20
420,84004013,2,16.03.20
421,84027053,2,16.03.20
422,84006065,2,16.03.20
423,84025009,2,16.03.20
424,84004019,2,16.03.20
425,84004021,2,16.03.20
426,84008117,2,16.03.20
427,84006075,2,16.03.20
428,84008123,2,16.03.20
429,84006077,2,16.03.20
430,84025021,2,16.03.20
431,84006079,2,16.03.20
432,84025023,2,16.03.20
433,84025025,2,16.03.20
434,84047037,2,16.03.20
435,84025027,2,16.03.20
436,84024005,2,16.03.20
437,84006087,2,16.03.20
438,84005069,2,16.03.20
439,84006095,2,16.03.20
440,84026065,2,16.03.20
441,84051153,2,16.03.20
442,84006099,2,16.03.20
443,84045013,2,16.03.20
444,84048085,2,16.03.20
445,84024027,2,16.03.20
446,84023005,2,16.03.20
447,84006111,2,16.03.20
448,84024031,2,16.03.20
449,84024033,2,16.03.20
450,84026081,2,16.03.20
451,84027109,2,16.03.20
452,84044007,2,16.03.20
453,63072999,2,16.03.20
454,84048113,2,16.03.20
455,84026099,2,16.03.20
456,84027123,2,16.03.20
457,84045051,2,16.03.20
458,84045055,2,16.03.20
459,84022017,2,16.03.20
460,84027145,2,16.03.20
461,84026125,2,16.03.20
462,84042003,2,16.03.20
463,84046099,2,16.03.20
464,84048157,2,16.03.20
465,84042017,2,16.03.20
466,84022051,2,16.03.20
467,84001073,2,16.03.20
468,84026161,2,16.03.20
469,84041017,2,16.03.20
470,84042041,2,16.03.20
471,316,2,16.03.20
472,84042045,2,16.03.20
473,84022089,2,16.03.20
474,84048201,2,16.03.20
475,84021067,2,16.03.20
476,84041043,2,16.03.20
477,84047187,2,16.03.20
478,84022103,2,16.03.20
479,84001117,2,16.03.20
480,84022109,2,16.03.20
481,84051810,2,16.03.20
482,84001125,2,16.03.20
483,84021097,2,16.03.20
484,84039017,2,16.03.20
485,84041067,2,16.03.20
486,84042089,2,16.03.20
487,84042091,2,16.03.20
488,84042101,2,16.03.20
489,84021111,2,16.03.20
490,84020091,2,16.03.20
491,84039035,2,16.03.20
492,84039049,2,16.03.20
493,84015003,2,16.03.20
494,84019103,2,16.03.20
495,84099999,2,16.03.20
496,84018081,2,16.03.20
497,84036001,2,16.03.20
498,84039093,2,16.03.20
499,84035001,2,16.03.20
500,84036027,2,16.03.20
501,84036029,2,16.03.20
502,84017089,2,16.03.20
503,84017097,2,16.03.20
504,84048339,2,16.03.20
505,84034005,2,16.03.20
506,84013015,2,16.03.20
507,84034007,2,16.03.20
508,84036055,2,16.03.20
509,84034013,2,16.03.20
510,84037085,2,16.03.20
511,84034017,2,16.03.20
512,84034039,2,16.03.20
513,84034021,2,16.03.20
514,84034023,2,16.03.20
515,84036071,2,16.03.20
516,84035049,2,16.03.20
517,84012011,2,16.03.20
518,84034027,2,16.03.20
519,84034029,2,16.03.20
520,84034031,2,16.03.20
521,84039151,2,16.03.20
522,84055025,2,16.03.20
523,84012019,2,16.03.20
524,84034035,2,16.03.20
525,84012021,2,16.03.20
526,84033015,2,16.03.20
527,84011001,2,16.03.20
528,84036091,2,16.03.20
529,84036093,2,16.03.20
530,84012031,2,16.03.20
531,84006081,3,16.03.20
532,84032003,3,16.03.20
533,84036087,3,16.03.20
534,84045063,3,16.03.20
535,84012071,3,16.03.20
536,84008041,3,16.03.20
537,84034025,3,16.03.20
538,84013067,3,16.03.20
539,84018097,3,16.03.20
540,84020209,3,16.03.20
541,84026163,3,16.03.20
542,84006067,3,16.03.20
543,84034003,3,16.03.20
544,84046103,3,16.03.20
545,84051095,3,16.03.20
546,84021017,3,16.03.20
547,84041051,3,16.03.20
548,84051199,3,16.03.20
549,84036119,4,16.03.20
550,84053061,4,16.03.20
551,84006085,4,16.03.20
552,84017031,4,16.03.20
553,84036103,4,16.03.20
554,84025017,4,16.03.20
555,84006037,4,16.03.20
556,84022071,4,16.03.20
557,84006073,4,16.03.20
558,84036059,4,16.03.20
559,84053033,5,16.03.20
560,84036061,5,16.03.20
561,84013065,1,23.03.20
562,84017161,1,23.03.20
563,84013069,1,23.03.20
564,84054035,1,23.03.20
565,84017177,1,23.03.20
566,84013085,1,23.03.20
567,84017189,1,23.03.20
568,84017195,1,23.03.20
569,84017199,1,23.03.20
570,84017203,1,23.03.20
571,84054079,1,23.03.20
572,84050003,1,23.03.20
573,84050005,1,23.03.20
574,84013149,1,23.03.20
575,84050015,1,23.03.20
576,84013153,1,23.03.20
577,84013181,1,23.03.20
578,84013195,1,23.03.20
579,84005007,1,23.03.20
580,84005009,1,23.03.20
581,84013201,1,23.03.20
582,84013207,1,23.03.20
583,84013211,1,23.03.20
584,84048031,1,23.03.20
585,84005027,1,23.03.20
586,84005029,1,23.03.20
587,84005033,1,23.03.20
588,84005035,1,23.03.20
589,84013229,1,23.03.20
590,84048053,1,23.03.20
591,84013243,1,23.03.20
592,84046013,1,23.03.20
593,84005055,1,23.03.20
594,84048071,1,23.03.20
595,84046029,1,23.03.20
596,84005075,1,23.03.20
597,84013267,1,23.03.20
598,84046035,1,23.03.20
599,84013287,1,23.03.20
600,84048103,1,23.03.20
601,84013289,1,23.03.20
602,84046065,1,23.03.20
603,84048117,1,23.03.20
604,84013303,1,23.03.20
605,84005113,1,23.03.20
606,84005115,1,23.03.20
607,84048123,1,23.03.20
608,84046085,1,23.03.20
609,84048133,1,23.03.20
610,84046087,1,23.03.20
611,84005131,1,23.03.20
612,84005133,1,23.03.20
613,84048143,1,23.03.20
614,84005137,1,23.03.20
615,84048145,1,23.03.20
616,84005139,1,23.03.20
617,84046099,1,23.03.20
618,84048147,1,23.03.20
619,84048149,1,23.03.20
620,84005145,1,23.03.20
621,84005147,1,23.03.20
622,84001059,1,23.03.20
623,84042021,1,23.03.20
624,84048165,1,23.03.20
625,84001069,1,23.03.20
626,84001071,1,23.03.20
627,84001075,1,23.03.20
628,84042037,1,23.03.20
629,84042043,1,23.03.20
630,84042051,1,23.03.20
631,84001093,1,23.03.20
632,84042055,1,23.03.20
633,84040017,1,23.03.20
634,84001121,1,23.03.20
635,84001123,1,23.03.20
636,84042085,1,23.03.20
637,84040039,1,23.03.20
638,84001129,1,23.03.20
639,84042093,1,23.03.20
640,84040051,1,23.03.20
641,84042105,1,23.03.20
642,84038017,1,23.03.20
643,84048259,1,23.03.20
644,84040083,1,23.03.20
645,84048277,1,23.03.20
646,84040087,1,23.03.20
647,84048291,1,23.03.20
648,84040101,1,23.03.20
649,84040103,1,23.03.20
650,84038071,1,23.03.20
651,84040123,1,23.03.20
652,84036035,1,23.03.20
653,84048323,1,23.03.20
654,84036037,1,23.03.20
655,84048325,1,23.03.20
656,84048329,1,23.03.20
657,84036045,1,23.03.20
658,84036053,1,23.03.20
659,84034011,1,23.03.20
660,84048355,1,23.03.20
661,84048359,1,23.03.20
662,84048361,1,23.03.20
663,84036077,1,23.03.20
664,84048367,1,23.03.20
665,84034033,1,23.03.20
666,84036095,1,23.03.20
667,84048395,1,23.03.20
668,84036113,1,23.03.20
669,84048401,1,23.03.20
670,84036115,1,23.03.20
671,84030007,1,23.03.20
672,84048467,1,23.03.20
673,84048471,1,23.03.20
674,84048473,1,23.03.20
675,84048481,1,23.03.20
676,84028007,1,23.03.20
677,84030057,1,23.03.20
678,84030063,1,23.03.20
679,84028025,1,23.03.20
680,84030081,1,23.03.20
681,84030085,1,23.03.20
682,84028039,1,23.03.20
683,84030093,1,23.03.20
684,84026005,1,23.03.20
685,84028053,1,23.03.20
686,84026009,1,23.03.20
687,84026015,1,23.03.20
688,84028067,1,23.03.20
689,84028073,1,23.03.20
690,84026029,1,23.03.20
691,84028079,1,23.03.20
692,84026033,1,23.03.20
693,84026035,1,23.03.20
694,84028091,1,23.03.20
695,84026047,1,23.03.20
696,84028095,1,23.03.20
697,84028097,1,23.03.20
698,84026051,1,23.03.20
699,84026055,1,23.03.20
700,84024009,1,23.03.20
701,84024011,1,23.03.20
702,84024015,1,23.03.20
703,84028111,1,23.03.20
704,84028115,1,23.03.20
705,84028123,1,23.03.20
706,84028127,1,23.03.20
707,84028129,1,23.03.20
708,84024035,1,23.03.20
709,84024037,1,23.03.20
710,84024039,1,23.03.20
711,84028135,1,23.03.20
712,84026089,1,23.03.20
713,84028137,1,23.03.20
714,84022001,1,23.03.20
715,84028145,1,23.03.20
716,84022007,1,23.03.20
717,84022009,1,23.03.20
718,84022011,1,23.03.20
719,84028155,1,23.03.20
720,84022013,1,23.03.20
721,84028163,1,23.03.20
722,84026121,1,23.03.20
723,84026123,1,23.03.20
724,84026129,1,23.03.20
725,84022043,1,23.03.20
726,84026143,1,23.03.20
727,84020011,1,23.03.20
728,84026157,1,23.03.20
729,84026165,1,23.03.20
730,84022101,1,23.03.20
731,84018037,1,23.03.20
732,84020085,1,23.03.20
733,84018041,1,23.03.20
734,84018055,1,23.03.20
735,84018059,1,23.03.20
736,84016031,1,23.03.20
737,84018079,1,23.03.20
738,84018091,1,23.03.20
739,84020149,1,23.03.20
740,84018103,1,23.03.20
741,84018105,1,23.03.20
742,84018109,1,23.03.20
743,84018119,1,23.03.20
744,84016081,1,23.03.20
745,84016083,1,23.03.20
746,84016085,1,23.03.20
747,84018133,1,23.03.20
748,84018137,1,23.03.20
749,84055007,1,23.03.20
750,84018145,1,23.03.20
751,84012005,1,23.03.20
752,84018149,1,23.03.20
753,84012007,1,23.03.20
754,84055015,1,23.03.20
755,84055017,1,23.03.20
756,84018159,1,23.03.20
757,84018163,1,23.03.20
758,84055033,1,23.03.20
759,84012027,1,23.03.20
760,84018175,1,23.03.20
761,84018177,1,23.03.20
762,84055045,1,23.03.20
763,84012039,1,23.03.20
764,84053001,1,23.03.20
765,84053017,1,23.03.20
766,84012063,1,23.03.20
767,84055073,1,23.03.20
768,84053037,1,23.03.20
769,84055087,1,23.03.20
770,84053041,1,23.03.20
771,84053045,1,23.03.20
772,84051001,1,23.03.20
773,84053055,1,23.03.20
774,84051009,1,23.03.20
775,84053065,1,23.03.20
776,84051019,1,23.03.20
777,84051023,1,23.03.20
778,84053071,1,23.03.20
779,84051036,1,23.03.20
780,84006005,1,23.03.20
781,84008053,1,23.03.20
782,84051065,1,23.03.20
783,84051067,1,23.03.20
784,84006023,1,23.03.20
785,84051085,1,23.03.20
786,84008085,1,23.03.20
787,84049045,1,23.03.20
788,84051093,1,23.03.20
789,84047001,1,23.03.20
790,84006045,1,23.03.20
791,84008093,1,23.03.20
792,84006047,1,23.03.20
793,84004003,1,23.03.20
794,84006051,1,23.03.20
795,84047011,1,23.03.20
796,84047013,1,23.03.20
797,84004009,1,23.03.20
798,84006057,1,23.03.20
799,84008107,1,23.03.20
800,84051117,1,23.03.20
801,84090030,1,23.03.20
802,84047023,1,23.03.20
803,84008113,1,23.03.20
804,84047025,1,23.03.20
805,84047029,1,23.03.20
806,84004023,1,23.03.20
807,84008125,1,23.03.20
808,84006089,1,23.03.20
809,84045001,1,23.03.20
810,84045003,1,23.03.20
811,84047051,1,23.03.20
812,84047053,1,23.03.20
813,84045017,1,23.03.20
814,84051163,1,23.03.20
815,84045023,1,23.03.20
816,84047071,1,23.03.20
817,84045029,1,23.03.20
818,84045033,1,23.03.20
819,84051177,1,23.03.20
820,84047083,1,23.03.20
821,84045037,1,23.03.20
822,84045053,1,23.03.20
823,84047103,1,23.03.20
824,84047105,1,23.03.20
825,84047115,1,23.03.20
826,84045071,1,23.03.20
827,84045077,1,23.03.20
828,84045081,1,23.03.20
829,84047145,1,23.03.20
830,84047151,1,23.03.20
831,84047163,1,23.03.20
832,84002110,1,23.03.20
833,84041023,1,23.03.20
834,84041027,1,23.03.20
835,84041033,1,23.03.20
836,84047183,1,23.03.20
837,84039005,1,23.03.20
838,84041061,1,23.03.20
839,84039023,1,23.03.20
840,84039027,1,23.03.20
841,84039037,1,23.03.20
842,84039053,1,23.03.20
843,84039055,1,23.03.20
844,84039057,1,23.03.20
845,84039063,1,23.03.20
846,84039071,1,23.03.20
847,84039077,1,23.03.20
848,84039083,1,23.03.20
849,84037041,1,23.03.20
850,84039089,1,23.03.20
851,84039091,1,23.03.20
852,84037049,1,23.03.20
853,84039097,1,23.03.20
854,84037059,1,23.03.20
855,84035025,1,23.03.20
856,84037077,1,23.03.20
857,84037091,1,23.03.20
858,84039139,1,23.03.20
859,84037093,1,23.03.20
860,84039143,1,23.03.20
861,84035047,1,23.03.20
862,84037095,1,23.03.20
863,84037099,1,23.03.20
864,84033005,1,23.03.20
865,84037101,1,23.03.20
866,84037105,1,23.03.20
867,84039155,1,23.03.20
868,84037109,1,23.03.20
869,84039157,1,23.03.20
870,84039159,1,23.03.20
871,84033019,1,23.03.20
872,84039167,1,23.03.20
873,84037123,1,23.03.20
874,84037127,1,23.03.20
875,84037131,1,23.03.20
876,84037139,1,23.03.20
877,84031001,1,23.03.20
878,84037151,1,23.03.20
879,84037155,1,23.03.20
880,84037163,1,23.03.20
881,84037165,1,23.03.20
882,84037175,1,23.03.20
883,84037181,1,23.03.20
884,84037189,1,23.03.20
885,84029013,1,23.03.20
886,84029027,1,23.03.20
887,84029029,1,23.03.20
888,84070002,1,23.03.20
889,84029049,1,23.03.20
890,84070015,1,23.03.20
891,84027011,1,23.03.20
892,84031107,1,23.03.20
893,84051590,1,23.03.20
894,84027021,1,23.03.20
895,84029069,1,23.03.20
896,84031127,1,23.03.20
897,84029097,1,23.03.20
898,84029101,1,23.03.20
899,84029107,1,23.03.20
900,84027063,1,23.03.20
901,84027079,1,23.03.20
902,84029135,1,23.03.20
903,84029157,1,23.03.20
904,84029165,1,23.03.20
905,84029169,1,23.03.20
906,84029187,1,23.03.20
907,84027141,1,23.03.20
908,84029201,1,23.03.20
909,84027157,1,23.03.20
910,84021017,1,23.03.20
911,84027161,1,23.03.20
912,84029213,1,23.03.20
913,84021025,1,23.03.20
914,84021035,1,23.03.20
915,84019001,1,23.03.20
916,84021049,1,23.03.20
917,84013047,1,23.03.20
918,84051800,1,23.03.20
919,84017001,1,23.03.20
920,84019065,1,23.03.20
921,84021113,1,23.03.20
922,84017021,1,23.03.20
923,84017037,1,23.03.20
924,84019087,1,23.03.20
925,84021143,1,23.03.20
926,84015007,1,23.03.20
927,84019109,1,23.03.20
928,84021159,1,23.03.20
929,84021165,1,23.03.20
930,84017077,1,23.03.20
931,84021173,1,23.03.20
932,84017085,1,23.03.20
933,84021185,1,23.03.20
934,84056005,1,23.03.20
935,84056007,1,23.03.20
936,84017105,1,23.03.20
937,84019155,1,23.03.20
938,84013013,1,23.03.20
939,84019157,1,23.03.20
940,84056025,1,23.03.20
941,84019163,1,23.03.20
942,84056029,1,23.03.20
943,84019167,1,23.03.20
944,84021215,1,23.03.20
945,84019169,1,23.03.20
946,84019179,1,23.03.20
947,84017133,1,23.03.20
948,84019191,1,23.03.20
949,84013055,1,23.03.20
950,84037125,2,23.03.20
951,84039173,2,23.03.20
952,84032007,2,23.03.20
953,84037133,2,23.03.20
954,84055055,2,23.03.20
955,84053015,2,23.03.20
956,84012055,2,23.03.20
957,84054051,2,23.03.20
958,84054055,2,23.03.20
959,84031019,2,23.03.20
960,84054061,2,23.03.20
961,84013103,2,23.03.20
962,84055093,2,23.03.20
963,84009015,2,23.03.20
964,84012087,2,23.03.20
965,84051003,2,23.03.20
966,84029001,2,23.03.20
967,84012107,2,23.03.20
968,84030029,2,23.03.20
969,84008014,2,23.03.20
970,84054093,2,23.03.20
971,84008019,2,23.03.20
972,84053075,2,23.03.20
973,84050011,2,23.03.20
974,84028001,2,23.03.20
975,84050017,2,23.03.20
976,84050019,2,23.03.20
977,84030049,2,23.03.20
978,84055139,2,23.03.20
979,84050023,2,23.03.20
980,84051047,2,23.03.20
981,84008049,2,23.03.20
982,84029043,2,23.03.20
983,84006007,2,23.03.20
984,84013175,2,23.03.20
985,84028029,2,23.03.20
986,84006017,2,23.03.20
987,84051073,2,23.03.20
988,84051075,2,23.03.20
989,84013187,2,23.03.20
990,84031109,2,23.03.20
991,84028043,2,23.03.20
992,84008075,2,23.03.20
993,84048013,2,23.03.20
994,84027025,2,23.03.20
995,84027027,2,23.03.20
996,84006039,2,23.03.20
997,84027039,2,23.03.20
